가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
영남대로,36.139898,128.113649,36.139898,128.113649,이팝,96,0.672,,신월교에서 농소교차로로 이어진 이팝나무길로 쾌적한 도시환경을 제공합,,,신월교~농소교차로,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
용시길,36.139898,128.113649,36.139898,128.113649,이팝+배롱,157,1,,용시마을 진입로에 있는 배롱나무와 이팝나무가 조화를 이뤄 아름다운 가로경관을 제공함,,,용시마을 진입로,054-420-6314,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
도시계획도로,36.147552,128.119168,36.148659,128.116822,이팝,15,0.131,,대신코아루 앞 진입도로에 2016년에 조성한 이팝나무길로 쾌적한 가로환경을 제공함,,,대신코아루 앞 진입도로,054-420-6314,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
혁신도시 해오름로,36.119419,128.172294,36.115995,128.174899,이팝,445,0.965,,해오름로(경북개발공사 4공구)에 2016년에 조성한 이팝나무길로 쾌적한 도시환경을 제공함,,,해오름로(경북개발공사 4공구),054-420-6314,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
국도59호선,36.139898,128.113649,36.139898,128.113649,배롱,298,2.086,,대홍맨션에서 묘광마을로 이어진 배롱나무길로 쾌적한 도시경관을 제공함,,,대홍맨션~묘광마을,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
시도,36.139898,128.113649,36.139898,128.113649,이팝,148,1.036,,금음마을에서 아홉사리로 이어진 이팝나무길로 쾌적한 도시경관을 제공함,,,금음마을~아홉사리,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
시도,36.139898,128.113649,36.139898,128.113649,이팝,411,2.877,,김천대학교에서 봉산면으로 이어진 이팝나무길로 쾌적한 도시경관을 제공함,,,김천대학교~봉산면,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
김천희망대로,36.139898,128.113649,36.139898,128.113649,이팝+전나무 외,1032,7.224,,대광동 유한킴벌리에서 율곡동으로 이어진 이팝나무 등 가로수길로 쾌적한 도시경관을 제공함,,,대광동 유한킴벌리~율곡동,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
국도대체우회도로,36.139898,128.113649,36.139898,128.113649,스잣+메타 외,315,2.205,,옥률에서 대룡으로 이어진 왕벚나무 등 가로수길로 쾌적한 도시경관을 제공함,,,옥률~대룡,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
도시계획도로,36.139898,128.113649,36.139898,128.113649,배롱,101,0.707,,희망대로에 조성한 배롱나무길로 쾌적한 도시경관을 제공함,,,희망대로,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
국도대체우회도로,36.139898,128.113649,36.139898,128.113649,스잣,140,0.98,,응명동에서 어모면으로 이어진 스트로브잣나무길로 쾌적한 도시경관을 제공함,,,응명동~어모면,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
율곡천,36.139898,128.113649,36.139898,128.113649,왕벚,675,4.725,,"신촌길, 동김천IC주변, 용전교에서 율곡천1교까지 이어진 왕벚나무길로 쾌적한 도시경관을 제공함",,,"신촌길, 동김천IC주변, 용전교~율곡천1교",054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
도시계획도로,36.139898,128.113649,36.139898,128.113649,왕벚,47,0.329,,삼도뷰엔빌아파트 앞 도로에 조성한 왕벚나무길로 쾌적한 도시경관을 제공함,,,삼도뷰엔빌아파트 앞 도로,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
대신지구진입로,36.139898,128.113649,36.139898,128.113649,이팝,349,2.443,,대신지구진입로에 조성한 이팝나무길로 쾌적한 도시경관을 제공함,,,대신지구진입로,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
구도로,36.139898,128.113649,36.139898,128.113649,왕벚,170,1.19,,구성 지평1교차로에서 미평교차로로 이어진 왕벚나무길로 쾌적한 도시경관을 제공함,,,구성 지평1교차로~미평교차로,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
외현천,36.139898,128.113649,36.139898,128.113649,왕벚,115,0.805,,외현천에 조성한 왕벚나무길로 쾌적한 도시환경을 제공함,,,외현천,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
아포대로,36.139898,128.113649,36.139898,128.113649,왕벚,117,0.819,,무실삼거리에서 혁신도시로 이어진 왕벚나무길로 쾌적한 도시환경을 제공함,,,무실삼거리~혁신도시,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
황악로,36.139898,128.113649,36.139898,128.113649,배롱,100,0.7,,대항 운수1리 입구에서 운수1마을회관으로 이어진 배롱나무길로 쾌적한 도시환경을 제공함,,,대항운수1리입구~운수1마을회관,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
거문들1길,36.139898,128.113649,36.139898,128.113649,왕벚,113,0.791,,거문들 국대도간 연결도로에 조성한 왕벚나무길로 쾌적한 도시환경을 제공함,,,거문들 국대도간 연결도로,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
"강변,조각공원길",36.139898,128.113649,36.139898,128.113649,왕벚,190,1.33,,새들길에 조성한 왕벚나무길로 쾌적한 도시환경을 제공함,,,새들길,054-420-6757,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
감문로,36.213894,128.181808,36.191921,128.228495,은행,301,5.69,,김천시 감문면사무소~배시내를 관통하는 농로 양쪽에 은행나무가 심어져 있어 가을의 정취를 느낄수 있음,,,감문면사무소~배시내,054-420-6314,경상북도 김천시청,2026-05-26,5060000,경상북도 김천시
풍혈길,34.479916,126.482712,34.481173,126.486893,동백,74,0.68,,관동마을 진입로 구간의 가로수,,군도,관동마을 진입로,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
연곡길,34.4917774,126.514007,34.508741,126.540781,동백,93,0.51,,연곡입구 ~ 연곡마을 구간의 가로수,,군도,연곡입구 ~ 연곡마을,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
해남화산로,34.512421,126.502885,34.517147,126.499247,왕벚+은행,218,3.55,,면소재지~ 삼산면 경계 구간의 가로수,,군도,면소재지~ 삼산면 경계,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.409222,126.608466,34.412159,126.601934,홍가시+황금사철,4836,0,,월송 생태통로 ~ 남창교차로 구간의 가로수,,일반국도,월송 생태통로 ~ 남창교차로,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.411653,126.603326,34.406069,126.623881,후박+배롱+동백,629,2.04,,월송 생태통로 ~ 남창교차로 구간의 가로수,,일반국도,월송 생태통로 ~ 남창교차로,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
땅끝마을길,34.296268,126.525791,34.302198,126.527922,후박,264,1.63,,띵끝전망대~땅끝사거리 구간의 가로수,,군도,띵끝전망대~땅끝사거리,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
마봉송종길,34.350292,126.548561,34.349815,126.552895,왕벚,25,0.4,,마련~도솔암약수터 구간의 가로수,,군도,마련~도솔암약수터,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
대죽길,34.348942,126.521819,34.359027,126.535999,먼나무+무궁화+목련+살구,352,1.59,,대죽삼거리~대죽마을 구간의 가로수,,군도,대죽삼거리~대죽마을,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
미황사길,34.387273,126.555811,34.386168,126.561457,동백,82,0.57,,서정마을~서정저수지 구간의 가로수,,군도,서정마을~서정저수지,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
월금길,34.417578,126.549246,34.418109,126.552773,애기동백,43,0.21,,금강리사거리~태밑산 구간의 가로수,,군도,금강리사거리~태밑산,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
군도2호선 달마로,34.379066,126.552786,34.388171,126.560192,왕벚,83,1.18,,서정초~해원저수지입구 구간의 가로수,,군도,서정초~해원저수지입구,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
군도2호선 달마로,34.378232,126.538747,34.375765,126.546888,왕벚,90,0.93,,해원저수지길 구간의 가로수,,군도,해원저수지길,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
군도2호선 달마로,34.372429,126.525689,34.372987,126.528683,왕벚,67,0.67,,석수마을길 구간의 가로수,,군도,석수마을길,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
마봉송종길,34.364798,126.541279,34.350292,126.548561,왕벚+후박,270,1.8,,마봉삼거리 ~ 마련 구간의 가로수,,지방도,마봉삼거리 ~ 마련,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도77호선 땅끝해안로,34.325578,126.564563,34.318513,126.588993,왕벚+후박,311,2.44,,통호리 ~ 땅끝조각공원 구간의 가로수,,일반국도,통호리 ~ 땅끝조각공원,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도77호선 땅끝해안로,34.312124,126.520834,34.303415,126.527415,후박,91,1.61,,송호리~땅끝사거리 구간의 가로수,,일반국도,송호리~땅끝사거리,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도77호선 땅끝해안로,34.364666,126.518394,34.350547,126.521282,후박+청단풍+당종려,151,1.75,,한솔모텔 ~ 대죽삼거리 구간의 가로수,,일반국도,한솔모텔 ~ 대죽삼거리,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도77호선 땅끝해안로,34.395184,126.510817,34.364666,126.518394,배롱,529,2.78,,가차마을 ~ 한솔모텔 구간의 가로수,,일반국도,가차마을 ~ 한솔모텔,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
월금길,34.418178,126.562485,34.418503,126.575334,배롱+벗나무,90,1.21,,송지경계~향교 구간의 가로수,,군도,송지경계~향교,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
현산북평로,34.463604,126.552511,34.454803,126.550467,반송,60,1.3,,고현삼거리 ~ 인동초 식당 구간의 가로수,,군도,고현삼거리 ~ 인동초 식당,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
해남화산로,34.489071,126.535485,34.483695,126.543651,은행,28,0.77,,현산면 구시리 ~ 장고개 구간의 가로수,,군도,현산면 구시리 ~ 장고개,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
군도2호선 달마로,34.397931,126.570575,34.414853,126.586457,벗나무,156,2.56,,송지경계~월송 구간의 가로수,,군도,송지경계~월송,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
지방도806호선 고산로,34.491912,126.588174,34.503021,126.593181,동백,121,1.47,,만안리 마을 ~ 삼산경계 구간의 가로수,,지방도,만안리 마을 ~ 삼산경계,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.414821,126.598771,34.416339,126.597617,홍가시+황금사철,1428,0,,성매교차로 ~ 북평경계 구간의 가로수,,일반국도,성매교차로 ~ 북평경계,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.417733,126.597762,34.417733,126.597762,홍가시+황금사철,807,0,,성매교차로 ~ 북평경계 구간의 가로수,,일반국도,성매교차로 ~ 북평경계,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.420341,126.595918,34.420604,126.595136,홍가시+황금사철,368,0,,성매교차로 ~ 북평경계 구간의 가로수,,일반국도,성매교차로 ~ 북평경계,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.439579,126.553421,34.411918,126.602699,배롱+동백,1604,5.86,,성매교차로 ~ 북평경계 구간의 가로수,,일반국도,성매교차로 ~ 북평경계,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.466926,126.551052,34.439579,126.553421,배롱,1132,3.32,,고현삼거리 ~ 성매교차로 구간의 가로수,,일반국도,고현삼거리 ~ 성매교차로,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.496316,126.545004,34.485636,126.544075,홍가시+황금사철,2851,0,,화산경계 ~ 고현삼거리 구간의 가로수,,일반국도,화산경계 ~ 고현삼거리,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.496316,126.545004,34.485636,126.544075,홍가시+황금사철,2235,0,,화산경계 ~ 고현삼거리 구간의 가로수,,일반국도,화산경계 ~ 고현삼거리,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
국도13호선 땅끝대로,34.496316,126.545004,34.485636,126.544075,홍가시+황금사철,2470,0,,화산경계 ~ 고현삼거리 구간의 가로수,,일반국도,화산경계 ~ 고현삼거리,061-530-5650,전라남도 해남군청,2026-06-05,5870000,전남광주통합특별시 해남군
